2.000000	1.000000	38.500000	54.000000	20.000000	0.000000	1.000000	2.000000	2.000000	3.000000	4.000000	1.000000	2.000000	2.000000	5.900000	0.000000	2.000000	42.000000	6.300000	0.000000	0.000000	1.000000
2.000000	1.000000	37.600000	48.000000	36.000000	0.000000	0.000000	1.000000	1.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.000000	6.300000	1.000000	5.000000	1.000000
1.000000	1.000000	37.700000	44.000000	28.000000	0.000000	4.000000	3.000000	2.000000	5.000000	4.000000	4.000000	1.000000	1.000000	0.000000	3.000000	5.000000	45.000000	70.000000	3.000000	2.000000	1.000000
1.000000	1.000000	37.000000	56.000000	24.000000	3.000000	1.000000	4.000000	2.000000	4.000000	4.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	35.000000	61.000000	3.000000	2.000000	-1.000000
2.000000	1.000000	38.000000	42.000000	12.000000	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	37.000000	5.800000	0.000000	0.000000	1.000000
1.000000	1.000000	0.000000	60.000000	40.000000	3.000000	0.000000	1.000000	1.000000	0.000000	4.000000	0.000000	3.000000	2.000000	0.000000	0.000000	5.000000	42.000000	72.000000	0.000000	0.000000	1.000000
2.000000	1.000000	38.400000	80.000000	60.000000	3.000000	2.000000	2.000000	1.000000	3.000000	2.000000	1.000000	2.000000	2.000000	0.000000	1.000000	1.000000	54.000000	6.900000	0.000000	0.000000	1.000000
2.000000	1.000000	37.800000	48.000000	12.000000	2.000000	1.000000	2.000000	1.000000	3.000000	0.000000	1.000000	2.000000	0.000000	0.000000	2.000000	0.000000	48.000000	7.300000	1.000000	0.000000	1.000000
2.000000	1.000000	37.900000	45.000000	36.000000	3.000000	3.000000	3.000000	2.000000	2.000000	3.000000	1.000000	2.000000	1.000000	0.000000	3.000000	0.000000	33.000000	5.700000	3.000000	0.000000	1.000000
2.000000	1.000000	39.000000	84.000000	12.000000	3.000000	1.000000	5.000000	1.000000	2.000000	4.000000	2.000000	1.000000	2.000000	7.000000	0.000000	4.000000	62.000000	5.900000	2.000000	2.200000	-1.000000
2.000000	1.000000	38.200000	60.000000	24.000000	3.000000	1.000000	3.000000	2.000000	3.000000	3.000000	2.000000	3.000000	3.000000	0.000000	4.000000	4.000000	53.000000	7.500000	2.000000	1.400000	1.000000
1.000000	1.000000	0.000000	140.000000	0.000000	0.000000	0.000000	4.000000	2.000000	5.000000	4.000000	4.000000	1.000000	1.000000	0.000000	0.000000	5.000000	30.000000	69.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	37.900000	120.000000	60.000000	3.000000	3.000000	3.000000	1.000000	5.000000	4.000000	4.000000	2.000000	2.000000	7.500000	4.000000	5.000000	52.000000	6.600000	3.000000	1.800000	-1.000000
2.000000	1.000000	38.000000	72.000000	36.000000	1.000000	1.000000	3.000000	1.000000	3.000000	0.000000	2.000000	2.000000	1.000000	0.000000	3.000000	5.000000	38.000000	6.800000	2.000000	2.000000	1.000000
